codigo_producto;cod_interno;codigo_barras
1065100093;21587;7,79812E+12
1065100094;21588;7,79812E+12
1065100095;21589;7,79812E+12
1065100096;21590;7,79812E+12
1065100097;21591;7,79812E+12
1065100098;21592;7,79812E+12
1065100099;21593;7,79812E+12
1065100100;21594;7,79812E+12
1065100101;21595;7,79812E+12
1065100102;21596;7,79812E+12
1065100103;21597;7,79812E+12
1065100104;21598;7,79812E+12
1065100105;21599;7,79812E+12
1065100106;21600;7,79812E+12
1065100107;21601;7,79812E+12
1065100108;21602;7,79812E+12
1065100109;21603;7,79812E+12
1065100110;21604;7,79812E+12
1065100111;21605;7,79812E+12
1065100112;21606;7,79812E+12
1065100113;21607;7,79812E+12
1065100114;21608;7,79812E+12
1065100115;21609;7,79812E+12
1065100116;21610;7,79812E+12
1065100117;21611;7,79812E+12
1065100118;21612;7,79812E+12
1065100119;21613;7,79812E+12
1065100120;21614;7,79812E+12
1065100121;21615;7,79812E+12
1065100122;21616;7,79812E+12
1065300000;21617;7,79807E+12
1065300001;21618;7,79807E+12
1065400007;21619;7,79113E+12
1065400008;21620;7,79113E+12
1065400009;21621;7,79364E+12
1065400010;21622;7,79364E+12
1065400011;21623;7,79364E+12
1065400013;21624;7,79364E+12
1065400014;21625;7,79364E+12
1065400016;21626;7,79364E+12
1065400017;21627;7,79364E+12
1065400022;21628;7,79364E+12
1065400024;21629;7,79364E+12
1065400025;21630;7,79364E+12
1065400030;21631;7,79364E+12
1065400032;21632;7,79364E+12
1065400033;21633;7,79364E+12
1065400034;21634;7,79364E+12
1065400035;21635;7,79364E+12
1065400036;21636;7,79364E+12
1065400037;21637;7,79364E+12
1065400038;21638;7,79364E+12
1065400039;21639;7,79364E+12
1065400040;21640;7,79364E+12
1065400041;21641;7,79364E+12
1065400042;21642;7,79364E+12
1065400043;21643;7,79364E+12
1065400047;21644;7,79364E+12
1065400049;21645;7,79364E+12
1065400051;21646;7,79364E+12
1065400052;21647;7,79364E+12
1065400053;21648;7,79364E+12
1065400055;21649;7,79364E+12
1065400056;21650;7,79364E+12
1065400057;21651;7,79364E+12
1065400058;21652;7,79364E+12
1065400059;21653;7,79364E+12
1065400064;21654;7,79364E+12
1065400065;21655;7,79364E+12
1065400067;21656;0
1065400068;21657;7,79364E+12
1065400069;21658;0
1065400070;21659;7,79364E+12
1065400071;21660;7,79364E+12
1065400072;21661;7,79364E+12
1065400073;21662;7,79364E+12
1065400074;21663;7,79364E+12
1065400075;21664;7,79364E+12
1065400076;21665;7,79364E+12
1065400077;21666;7,79364E+12
1065400078;21667;7,79364E+12
1065500004;21668;7,79802E+12
1065500005;21669;7,79812E+12
1065500006;21670;7,79802E+12
1065500008;21671;7,79802E+12
1065500009;21672;7,79812E+12
1065500010;21673;7,79812E+12
1065500011;21674;7,79812E+12
1065500012;21675;7,79812E+12
1065500013;21676;7,79812E+12
1065500014;21677;7,79802E+12
1065500015;21678;7,79802E+12
1065900002;21679;7,79148E+12
1065900003;21680;7,79148E+12
1066200005;21681;7,79812E+12
1066200007;21682;7,79812E+12
1066200009;21683;7,79812E+12
1066200020;21684;7,79812E+12
1066200026;21685;7,79812E+12
1066200032;21686;7,79812E+12
1066200033;21687;7,79812E+12
1066200034;21688;7,79812E+12
1066200035;21689;7,79812E+12
1066200037;21690;7,79812E+12
1066200040;21691;7,79812E+12
1066200041;21692;7,79812E+12
1066200044;21693;7,79812E+12
1066200045;21694;7,79812E+12
1066200047;21695;7,79812E+12
1066200048;21696;7,79812E+12
1066200050;21697;7,79812E+12
1066200052;21698;7,79812E+12
1066200054;21699;7,79812E+12
1066200055;21700;7,79812E+12
1066200056;21701;7,79812E+12
1066200058;21702;7,79812E+12
1066200059;21703;7,79812E+12
1066200060;21704;7,79812E+12
1066200062;21705;7,79812E+12
1066200064;21706;7,79812E+12
1066200065;21707;7,79812E+12
1066200068;21708;7,79812E+12
1066200071;21709;7,79812E+12
1066200072;21710;7,79812E+12
1066200074;21711;7,79812E+12
1066200075;21712;7,79812E+12
1066200076;21713;7,79812E+12
1066200077;21714;7,79812E+12
1066200078;21715;7,79812E+12
1066200079;21716;7,79812E+12
1066200080;21717;7,79812E+12
1066200083;21718;7,79812E+12
1066200084;21719;7,79812E+12
1066200085;21720;7,79812E+12
1066200086;21721;7,79812E+12
1066200087;21722;7,79812E+12
1066200089;21723;7,79812E+12
1066200091;21724;7,79812E+12
1066200092;21725;7,79812E+12
1066200093;21726;7,79812E+12
1066200094;21727;7,79812E+12
1066200095;21728;7,79812E+12
1066200096;21729;7,79812E+12
1066200097;21730;7,79812E+12
1066200098;21731;7,79812E+12
1066200104;21732;7,79812E+12
1066200105;21733;7,79812E+12
1066200106;21734;7,79812E+12
1066200107;21735;7,79812E+12
1066200108;21736;7,79812E+12
1066200109;21737;7,79812E+12
1066200110;21738;7,79812E+12
1066200111;21739;7,79812E+12
1066200112;21740;7,79812E+12
1066200113;21741;7,79812E+12
1066200114;21742;7,79812E+12
1066200115;21743;7,79812E+12
1066200116;21744;7,79812E+12
1066400024;21745;7,79803E+12
1066400025;21746;7,79803E+12
1066400026;21747;7,79803E+12
1066400028;21748;7,79803E+12
1066400030;21749;7,79803E+12
1066400032;21750;7,79803E+12
1066400034;21751;7,79803E+12
1066400035;21752;7,79803E+12
1066400037;21753;7,79803E+12
1066400041;21754;7,79803E+12
1066400042;21755;7,79803E+12
1066400044;21756;7,79803E+12
1066400045;21757;7,79803E+12
1066400046;21758;7,79803E+12
1066400047;21759;7,79803E+12
1066400048;21760;7,79803E+12
1066400049;21761;7,79803E+12
1066400050;21762;7,79803E+12
1066400051;21763;7,79803E+12
1066400052;21764;7,79803E+12
1066400053;21765;7,79803E+12
1066400054;21766;7,79803E+12
1066400055;21767;7,79803E+12
1066400056;21768;7,79803E+12
1066400057;21769;7,79803E+12
1066400058;21770;7,79803E+12
1066500008;21771;7,79803E+12
1066500010;21772;7,79803E+12
1066500019;21773;7,79803E+12
1066500020;21774;7,79803E+12
1066500026;21775;7,79803E+12
1066500036;21776;7,79803E+12
1066500043;21777;7,79803E+12
1066500046;21778;7,79803E+12
1066500048;21779;7,79803E+12
1066500069;21780;7,79803E+12
1066500078;21781;7,79803E+12
1066500079;21782;7,79803E+12
1066500081;21783;7,79803E+12
1066500084;21784;7,79803E+12
1066500085;21785;7,79803E+12
1066500086;21786;7,79803E+12
1066500088;21787;7,79803E+12
1066500089;21788;7,79803E+12
1066500090;21789;7,79803E+12
1066500091;21790;7,79803E+12
1066500092;21791;7,79803E+12
1066500093;21792;7,79803E+12
1066500094;21793;7,79803E+12
1066500095;21794;7,79803E+12
1066500101;21795;7,79803E+12
1066500102;21796;7,79803E+12
1066500103;21797;7,79803E+12
1066500104;21798;7,79803E+12
1066500105;21799;7,79803E+12
1066500106;21800;7,79803E+12
1066500115;21801;7,79803E+12
1066500116;21802;7,79803E+12
1066600020;21803;8,47E+12
1066600032;21804;8,42942E+12
1066600043;21805;8,47001E+12
1067100002;21806;7,79535E+12
1067900003;21807;7,79813E+12
1067900004;21808;7,79813E+12
1067900005;21809;7,79813E+12
1067900006;21810;7,79813E+12
1067900007;21811;7,79813E+12
1067900009;21812;7,79813E+12
1067900010;21813;7,79813E+12
1067900011;21814;7,79813E+12
1067900013;21815;7,79813E+12
1067900018;21816;7,79813E+12
1067900020;21817;7,79535E+12
1067900022;21818;7,79535E+12
1067900023;21819;7,79813E+12
1067900024;21820;7,79813E+12
1067900025;21821;7,79813E+12
1067900026;21822;7,79813E+12
1067900030;21823;7,79813E+12
1067900031;21824;7,79813E+12
1067900032;21825;7,79535E+12
1067900033;21826;7,79535E+12
1067900034;21827;7,79813E+12
1067900036;21828;7,79813E+12
1067900037;21829;7,79813E+12
1067900039;21830;7,79813E+12
1067900040;21831;7,79813E+12
1067900041;21832;7,79813E+12
1067900042;21833;7,79813E+12
1067900043;21834;7,79813E+12
1067900044;21835;7,79813E+12
1067900045;21836;7,79535E+12
1067900047;21837;7,79813E+12
1067900048;21838;7,79535E+12
1067900049;21839;7,79535E+12
1067900050;21840;7,79813E+12
1067900051;21841;7,79813E+12
1067900052;21842;7,79813E+12
1067900053;21843;7,79813E+12
1067900060;21844;7,79813E+12
1067900062;21845;7,79813E+12
1067900063;21846;7,79813E+12
1067900064;21847;7,79813E+12
1067900072;21848;7,79802E+12
1067900073;21849;7,79535E+12
1067900074;21850;7,79535E+12
1067900075;21851;7,79813E+12
1067900077;21852;7,79813E+12
1067900078;21853;7,79813E+12
1067900081;21854;7,79813E+12
1067900082;21855;7,79813E+12
1067900083;21856;7,79813E+12
1067900085;21857;7,79813E+12
1067900086;21858;7,79813E+12
1067900087;21859;7,79813E+12
1067900088;21860;7,79813E+12
1067900090;21861;7,79818E+12
1067900092;21862;7,79818E+12
1067900099;21863;7,79813E+12
1067900100;21864;7,79813E+12
1067900102;21865;7,79813E+12
1067900103;21866;7,79535E+12
1067900104;21867;7,79535E+12
1067900107;21868;7,79813E+12
1067900108;21869;7,79813E+12
1067900109;21870;7,79813E+12
1067900110;21871;7,79813E+12
1067900111;21872;7,79813E+12
1067900112;21873;7,79813E+12
1067900113;21874;7,79809E+12
1067900114;21875;7,79809E+12
1067900115;21876;7,79813E+12
1067900116;21877;7,79813E+12
1067900117;21878;7,79813E+12
1067900118;21879;7,79813E+12
1067900119;21880;7,79813E+12
1067900120;21881;7,79813E+12
1067900121;21882;7,79813E+12
1067900122;21883;7,79813E+12
1067900123;21884;7,79813E+12
1067900124;21885;7,79813E+12
1067900125;21886;7,79813E+12
1067900126;21887;7,79813E+12
1067900127;21888;7,79813E+12
1067900128;21889;7,79535E+12
1067900131;21890;7,79535E+12
1067900132;21891;7,79813E+12
1067900133;21892;7,79813E+12
1067900134;21893;7,79813E+12
1067900135;21894;7,79535E+12
1067900136;21895;7,79535E+12
1067900137;21896;7,79813E+12
1067900138;21897;7,79813E+12
1067900139;21898;7,79813E+12
1067900140;21899;7,79535E+12
1067900141;21900;7,79813E+12
1068100000;21901;7,79816E+12
1068100001;21902;7,79816E+12
1068100002;21903;7,79816E+12
1068100007;21904;7,79808E+12
1068100008;21905;7,79808E+12
1068100014;21906;7,79837E+12
1068100015;21907;7,79816E+12
1068100016;21908;7,79816E+12
1068100031;21909;7,79808E+12
1068100032;21910;7,79808E+12
1068100034;21911;7,79808E+12
1068100035;21912;7,79808E+12
1068100036;21913;7,79808E+12
1068100039;21914;7,79808E+12
1068100040;21915;7,79826E+12
1068100041;21916;7,79826E+12
1068100042;21917;7,79826E+12
1068100043;21918;7,79826E+12
1068100046;21919;7,79808E+12
1068100047;21920;7,79808E+12
1068100048;21921;7,79808E+12
1068100051;21922;7,79808E+12
1068100052;21923;7,79808E+12
1068100053;21924;7,79808E+12
1068100054;21925;7,79808E+12
1068100055;21926;7,79808E+12
1068100056;21927;7,79808E+12
1068100057;21928;7,79808E+12
1068100060;21929;7,79808E+12
1068100062;21930;7,79808E+12
1068100063;21931;7,79808E+12
1068100064;21932;7,79808E+12
1068100065;21933;7,79808E+12
1068100066;21934;7,79808E+12
1068100067;21935;7,79808E+12
1068100068;21936;7,79808E+12
1068100069;21937;7,79808E+12
1068100070;21938;7,79808E+12
1068100071;21939;7,79808E+12
1068100072;21940;7,79808E+12
1068100073;21941;7,79808E+12
1068100075;21942;7,79808E+12
1068100076;21943;7,79808E+12
1068100077;21944;7,79808E+12
1068100078;21945;7,79808E+12
1068100079;21946;7,79808E+12
1068100080;21947;7,79808E+12
1068100082;21948;7,79808E+12
1068100083;21949;7,79808E+12
1068100084;21950;7,79808E+12
1068100085;21951;7,79808E+12
1068100086;21952;7,79808E+12
1068100087;21953;7,79808E+12
1068100088;21954;7,79808E+12
1068100089;21955;7,79808E+12
1068100090;21956;7,79808E+12
1068100091;21957;7,79808E+12
1068100092;21958;7,79808E+12
1068100093;21959;7,79808E+12
1068100094;21960;7,79808E+12
1068100095;21961;7,79808E+12
1068100096;21962;7,79808E+12
1068100097;21963;7,79808E+12
1068100098;21964;7,79808E+12
1068100100;21965;7,79808E+12
1068100103;21966;7,79808E+12
1068100104;21967;7,79808E+12
1068100105;21968;7,79808E+12
1068100106;21969;7,79808E+12
1068100107;21970;7,79808E+12
1068100108;21971;7,79808E+12
1068100109;21972;7,79808E+12
1068100110;21973;7,79808E+12
1068100111;21974;7,79808E+12
1068100112;21975;7,79808E+12
1068100113;21976;7,79808E+12
1068100114;21977;7,79808E+12
1068100115;21978;7,79808E+12
1068100116;21979;7,79808E+12
1068100117;21980;7,79808E+12
1068100118;21981;7,79808E+12
1068100119;21982;7,79808E+12
1068100120;21983;7,79808E+12
1068100121;21984;7,79808E+12
1068100122;21985;7,79808E+12
1068100123;21986;7,79808E+12
1068100124;21987;7,79808E+12
1068100125;21988;7,79808E+12
1068100126;21989;7,79808E+12
1068100127;21990;7,79808E+12
1068100128;21991;7,79808E+12
1068100129;21992;7,79808E+12
1068100130;21993;7,79808E+12
1068100131;21994;7,79808E+12
1068100135;21995;7,79808E+12
1068100136;21996;7,79808E+12
1068100137;21997;7,79808E+12
1068100138;21998;7,79808E+12
1068100139;21999;7,79808E+12
1068100140;22000;7,79808E+12
1068100141;22001;7,79808E+12
1068100142;22002;7,79808E+12
1068100143;22003;7,79808E+12
1068100144;22004;7,79808E+12
1068100145;22005;7,79808E+12
1068100146;22006;7,79808E+12
1068100147;22007;7,79808E+12
1068100148;22008;7,79808E+12
1068100155;22009;7,79808E+12
1068100156;22010;0
1068100157;22011;0
1068100158;22012;0
1068100159;22013;0
1068100160;22014;0
1068100161;22015;0
1068100162;22016;0
1068100163;22017;7,79808E+12
1068100164;22018;7,79808E+12
1068100165;22019;7,79808E+12
1068100166;22020;7,79808E+12
1068100167;22021;7,79808E+12
1068100168;22022;7,79808E+12
1068100169;22023;7,79808E+12
1068100170;22024;7,79808E+12
1068100172;22025;7,79808E+12
1068100173;22026;7,79808E+12
1068100175;22027;7,79808E+12
1068100178;22028;7,79808E+12
1068100179;22029;7,79808E+12
1068100180;22030;7,79808E+12
1068100181;22031;7,79808E+12
1068100182;22032;7,79808E+12
1068100183;22033;7,79808E+12
1068100184;22034;7,79808E+12
1068100185;22035;7,79808E+12
1068100186;22036;7,79808E+12
1068100187;22037;7,79808E+12
1068100188;22038;7,79808E+12
1068100189;22039;7,79808E+12
1068100190;22040;7,79809E+12
1068100191;22041;7,79808E+12
1068100192;22042;7,79808E+12
1068100193;22043;7,79808E+12
1068100197;22044;7,79808E+12
1068100198;22045;7,79808E+12
1068100201;22046;7,79808E+12
1068100202;22047;7,79808E+12
1068100203;22048;7,79808E+12
1068100204;22049;0
1068100209;22050;0
1068100210;22051;0
1068100212;22052;0
1068100229;22053;0
1068100232;22054;0
1068100233;22055;0
1068100234;22056;0
1068100235;22057;0
1068100236;22058;0
1068100237;22059;0
1068100239;22060;0
1068100240;22061;0
1068100241;22062;0
1068100242;22063;0
1068100243;22064;0
1068100244;22065;0
1068100249;22066;0
1068100250;22067;0
1068100251;22068;0
1068100252;22069;0
1068100253;22070;0
1068100254;22071;0
1068100255;22072;7,79808E+12
1068100256;22073;7,79808E+12
1068100257;22074;7,79808E+12
1068100258;22075;7,79808E+12
1068100259;22076;7,79808E+12
1068100260;22077;7,79808E+12
1068100261;22078;7,79808E+12
1068100263;22079;7,79808E+12
1068100264;22080;7,79808E+12
1068100265;22081;7,79808E+12
1068100266;22082;7,79808E+12
1068100267;22083;7,79808E+12
1068100269;22084;7,79808E+12
1068100270;22085;7,79808E+12
1068100271;22086;7,79808E+12
1068100272;22087;7,79808E+12
1068100273;22088;7,79808E+12
1068100274;22089;7,79808E+12
1068100275;22090;7,79808E+12
1068100276;22091;7,79808E+12
1068100277;22092;7,79808E+12
1068100278;22093;7,79808E+12
1068100279;22094;7,79808E+12
1068100280;22095;7,79808E+12
1068100281;22096;7,79808E+12
1068100282;22097;7,79808E+12
1068100283;22098;7,79808E+12
1068100284;22099;7,79808E+12
1068100285;22100;7,79808E+12
1068100286;22101;7,79808E+12
1068100287;22102;7,79808E+12
1068100288;22103;7,79808E+12
1068100289;22104;7,79808E+12
1068100290;22105;7,79808E+12
1068100291;22106;7,79808E+12
1068100292;22107;0
1068100294;22108;7,79808E+12
1068100298;22109;0
1068100300;22110;7,79808E+12
1068100302;22111;7,79808E+12
1068100303;22112;7,79808E+12
1068100304;22113;7,79808E+12
1068100305;22114;7,79808E+12
1068100306;22115;7,79808E+12
1068100308;22116;0
1068100310;22117;0
1068100311;22118;7,79808E+12
1068100312;22119;7,79808E+12
1068100315;22120;7,79808E+12
1068100316;22121;7,79808E+12
1068100317;22122;7,79808E+12
1068100318;22123;7,79808E+12
1068100319;22124;7,79808E+12
1068100320;22125;7,79808E+12
1068100321;22126;7,79808E+12
1068100322;22127;7,79808E+12
1068100323;22128;7,79808E+12
1068100324;22129;7,79808E+12
1068100325;22130;7,79808E+12
1068100326;22131;7,79808E+12
1068100327;22132;7,79808E+12
1068100328;22133;0
1068100329;22134;7,79808E+12
1068100330;22135;7,79808E+12
1068100331;22136;7,79808E+12
1068100332;22137;7,79808E+12
1068100334;22138;7,79808E+12
1068100336;22139;7,79808E+12
1068100338;22140;7,79808E+12
1068100340;22141;7,79808E+12
1068100341;22142;7,79808E+12
1068100342;22143;7,79808E+12
1068100343;22144;0
1068200000;22145;7,79812E+12
1068500008;22146;7,79801E+12
1068500009;22147;7,79801E+12
1068500010;22148;7,79801E+12
1068900000;22149;7,79811E+12
1068900001;22150;7,79811E+12
1068900005;22151;7,79811E+12
1068900006;22152;7,79811E+12
1068900007;22153;7,79811E+12
1068900008;22154;7,79811E+12
1068900009;22155;7,79811E+12
1068900010;22156;7,79811E+12
1068900011;22157;7,79811E+12
1068900012;22158;7,79811E+12
1068900013;22159;7,79811E+12
1068900014;22160;7,79811E+12
1068900016;22161;7,79811E+12
1068900017;22162;7,79811E+12
1068900018;22163;7,79811E+12
1068900021;22164;7,79811E+12
1068900022;22165;7,79811E+12
1068900025;22166;7,79811E+12
1068900026;22167;7,79811E+12
1068900027;22168;7,79811E+12
1068900028;22169;7,79811E+12
1068900029;22170;7,79811E+12
1068900032;22171;7,79811E+12
1068900033;22172;7,79811E+12
1068900034;22173;7,79811E+12
1068900035;22174;7,79811E+12
1068900036;22175;7,79811E+12
1068900037;22176;7,79811E+12
1068900038;22177;7,79811E+12
1068900039;22178;7,79811E+12
1068900040;22179;7,79811E+12
1068900041;22180;7,79811E+12
1068900042;22181;7,79811E+12
1068900043;22182;7,79811E+12
1068900044;22183;7,79811E+12
1068900045;22184;7,79811E+12
1068900046;22185;7,79811E+12
1068900047;22186;7,79811E+12
1068900048;22187;7,79811E+12
1068900049;22188;7,79811E+12
1068900050;22189;7,79811E+12
1068900051;22190;7,79811E+12
1068900052;22191;7,79811E+12
1068900053;22192;7,79811E+12
1068900054;22193;7,79811E+12
1068900055;22194;7,79811E+12
1068900056;22195;7,79811E+12
1068900057;22196;7,79811E+12
1068900058;22197;7,79811E+12
1068900059;22198;7,79811E+12
1068900060;22199;7,79811E+12
1068900061;22200;7,79811E+12
1068900062;22201;7,79811E+12
1068900063;22202;7,79811E+12
1068900064;22203;7,79811E+12
1068900065;22204;7,79811E+12
1068900066;22205;7,79811E+12
1068900067;22206;7,79811E+12
1068900068;22207;7,79811E+12
1068900069;22208;7,79811E+12
1068900070;22209;7,79811E+12
1068900071;22210;7,79811E+12
1068900072;22211;7,79811E+12
1068900073;22212;7,79811E+12
1068900074;22213;7,79811E+12
1068900075;22214;7,79811E+12
1068900076;22215;7,79811E+12
1068900077;22216;7,79811E+12
1069400007;22217;3,82908E+11
1069400008;22218;3,82908E+11
1069400009;22219;3,82908E+11
1069400012;22220;3,82903E+11
1069400013;22221;3,82903E+11
1069400014;22222;3,82903E+11
1069400015;22223;3,829E+11
1069400016;22224;3,82903E+11
1069400017;22225;3,829E+11
1069400018;22226;3,82903E+11
1069600007;22227;7,79809E+12
1069600008;22228;7,79809E+12
1069600009;22229;7,79809E+12
1069600010;22230;7,79809E+12
1069600011;22231;7,79809E+12
1069600013;22232;7,79809E+12
1069800009;22233;7,79814E+12
1069800011;22234;7,79813E+12
1069800026;22235;7,79813E+12
1069800033;22236;0
1069800034;22237;0
1069800035;22238;0
1069800036;22239;0
1069800037;22240;0
1069800039;22241;0
1069800040;22242;0
1069800041;22243;0
1069800042;22244;0
1069800043;22245;7,79813E+12
1069800044;22246;7,79813E+12
1069800045;22247;7,79813E+12
1069800046;22248;7,79813E+12
1069800047;22249;7,79813E+12
1069800048;22250;0
1069800049;22251;0
1069800050;22252;7,79813E+12
1069800051;22253;7,79813E+12
1069800052;22254;7,79813E+12
1069800053;22255;7,79813E+12
1069800054;22256;7,79813E+12
1069800055;22257;7,79813E+12
1070300001;22258;7,79839E+12
1070300002;22259;7,79531E+12
1070300003;22260;7,79531E+12
1070300007;22261;7,79839E+12
1070300017;22262;3,58218E+12
1070300018;22263;3,58218E+12
1070300020;22264;7,79839E+12
1070300021;22265;7,7981E+12
1070300025;22266;7,79531E+12
1070300026;22267;7,79531E+12
1070300029;22268;7,79839E+12
1070300032;22269;7,79531E+12
1070300033;22270;7,79531E+12
1070300034;22271;7,79531E+12
1070300039;22272;7,79531E+12
1070300043;22273;7,79531E+12
1070300044;22274;7,79531E+12
1070300045;22275;7,79531E+12
1070300047;22276;7,7981E+12
1070300048;22277;7,7981E+12
1070300051;22278;7,79531E+12
1070300054;22279;7,79531E+12
1070300055;22280;7,79531E+12
1070300056;22281;7,79812E+12
1070300057;22282;3,6648E+12
1070300058;22283;7,79531E+12
1070300059;22284;7,79531E+12
1070300060;22285;3,6648E+12
1070300061;22286;7,79812E+12
1070300062;22287;7,79812E+12
1070300064;22288;3,6648E+12
1070300065;22289;3,6648E+12
1070300066;22290;3,6648E+12
1070300068;22291;7,79531E+12
1070300070;22292;3,6648E+12
1070300071;22293;3,6648E+12
1070300072;22294;3,6648E+12
1070400000;22295;7,79816E+12
1070400001;22296;7,79816E+12
1070400002;22297;7,79816E+12
1070400003;22298;7,79816E+12
1070400006;22299;7,79816E+12
1070400007;22300;7,79816E+12
1070400008;22301;7,79816E+12
1070400009;22302;7,79816E+12
1070400010;22303;7,79816E+12
1070400011;22304;7,79816E+12
1070400012;22305;7,79816E+12
1070400013;22306;7,79816E+12
1070400014;22307;7,79816E+12
1070400015;22308;7,79816E+12
1070400017;22309;7,79816E+12
1070400018;22310;7,79816E+12
1070400019;22311;7,79816E+12
1070400020;22312;7,79816E+12
1071000004;22313;7,79814E+12
1071000005;22314;7,79814E+12
1071000009;22315;7,79814E+12
1071000010;22316;7,79814E+12
1071000011;22317;7,79814E+12
1071000012;22318;7,79814E+12
1071000017;22319;7,79537E+12
1071000021;22320;7,79537E+12
1071000025;22321;7,79537E+12
1071000028;22322;7,79814E+12
1071000029;22323;7,7981E+12
1071000030;22324;7,7981E+12
1071000031;22325;7,7981E+12
1071400011;22326;7,79814E+12
1071400012;22327;7,79814E+12
1071400013;22328;7,79814E+12
1071400014;22329;7,79814E+12
1071400015;22330;7,79814E+12
1071400016;22331;7,7982E+12
1071400017;22332;7,7982E+12
1071400018;22333;7,79814E+12
1071400019;22334;7,79814E+12
1071500001;22335;7,79814E+12
1071500002;22336;7,79814E+12
1071500008;22337;7,79814E+12
1071500022;22338;6,5024E+11
1071500023;22339;6,5024E+11
1071500024;22340;7,79814E+12
1071500026;22341;6,5024E+11
1071500027;22342;6,5024E+11
1071500028;22343;6,5024E+11
1071500030;22344;7,79814E+12
1071500043;22345;7,79814E+12
1071500044;22346;7,79814E+12
1071500047;22347;6,5024E+11
1071500054;22348;7,79814E+12
1071500056;22349;7,79814E+12
1071500057;22350;7,79814E+12
1071500063;22351;7,79814E+12
1071500064;22352;7,79814E+12
1071500069;22353;7,79814E+12
1071500070;22354;7,79814E+12
1071500072;22355;7,79814E+12
1071500073;22356;7,79814E+12
1071500075;22357;7,79814E+12
1071500077;22358;7,79814E+12
1071500078;22359;7,79814E+12
1071500080;22360;7,79814E+12
1071500081;22361;7,79814E+12
1071500082;22362;7,79814E+12
1071500083;22363;7,79814E+12
1071500085;22364;7,79814E+12
1071500086;22365;7,79814E+12
1071500087;22366;7,79814E+12
1071500089;22367;7,79814E+12
1071500091;22368;7,79814E+12
1071500092;22369;7,79814E+12
1071500094;22370;7,79814E+12
1071500095;22371;7,79814E+12
1071500096;22372;7,79814E+12
1071500097;22373;7,79814E+12
1071500098;22374;7,79814E+12
1071500099;22375;7,79814E+12
1071500100;22376;7,79814E+12
1071500101;22377;7,79814E+12
1071500102;22378;7,79814E+12
1071500103;22379;7,79814E+12
1071500104;22380;7,79814E+12
1071500105;22381;7,79814E+12
1071500106;22382;7,79837E+12
1071500107;22383;7,79814E+12
1071500108;22384;7,79814E+12
1071500109;22385;7,79814E+12
1071500110;22386;7,79298E+12
1071500112;22387;7,79814E+12
1071500113;22388;7,79814E+12
1071500114;22389;7,79814E+12
1071500115;22390;7,79814E+12
1071500116;22391;7,79814E+12
1071500117;22392;7,79814E+12
1071500118;22393;7,79814E+12
1071500119;22394;7,79814E+12
1071500120;22395;7,79814E+12
1071500121;22396;7,79814E+12
1071500122;22397;7,79814E+12
1071500123;22398;7,79814E+12
1071500124;22399;7,79084E+12
